,TI,EN,TI_tokenized,EN_tokenized
3491,እተን ከም ዘይብላዕ ዝፈለጥካየን ኣእዋም ጥራይ ኣጥፍእ፡ ቊረጽ ድማ፡ እታ እትዋግኣካ ኸተማ ኽሳዕ እትወድቕ፡ መኽበቢኣ ስርሓላ።,"Only the trees of which you know that they are not trees for food, you shall destroy and cut them down; and you shall build bulwarks against the city that makes war with you, until it fall.","['እተን', 'ከም', 'ዘይብላዕ', 'ዝፈለጥካየን', 'ኣእዋም', 'ጥራይ', 'ኣጥፍእ', 'ቊረጽ', 'ድማ', 'እታ', 'እትዋግኣካ', 'ኸተማ', 'ኽሳዕ', 'እትወድቕ', 'መኽበቢኣ', 'ስርሓላ']","['only', 'the', 'trees', 'of', 'which', 'you', 'know', 'that', 'they', 'are', 'not', 'trees', 'for', 'food', 'you', 'shall', 'destroy', 'and', 'cut', 'them', 'down', 'and', 'you', 'shall', 'build', 'bulwarks', 'against', 'the', 'city', 'that', 'makes', 'war', 'with', 'you', 'until', 'it', 'fall']"
3492,ኣብታ እግዚኣብሄር ኣምላኽካ ንርስቲ ዚህበካ ምድሪ እተቐትለ ሰብ ኣብ መሮር ወዲቑ እንተ ተረኽበ፡ ቀታሊኡ ድማ እንተ ዘይተፈልጠ።,"If one be found slain in the land which Yahweh your God gives you to possess it, lying in the field, and it isn''t known who has struck him;","['ኣብታ', 'እግዚኣብሄር', 'ኣምላኽካ', 'ንርስቲ', 'ዚህበካ', 'ምድሪ', 'እተቐትለ', 'ሰብ', 'ኣብ', 'መሮር', 'ወዲቑ', 'እንተ', 'ተረኽበ', 'ቀታሊኡ', 'ድማ', 'እንተ', 'ዘይተፈልጠ']","['if', 'one', 'be', 'found', 'slain', 'in', 'the', 'land', 'which', 'yahweh', 'your', 'god', 'gives', 'you', 'to', 'possess', 'it', 'lying', 'in', 'the', 'field', 'and', 'it', ""isn''t"", 'known', 'who', 'has', 'struck', 'him']"
3493,ሽዑ ዓበይትኻን ፈራዶኻን ይውጽኡ፡ ካብቲ እተቐትለ ናብተን ኣብ ዙርያኣ ዘለዋ ኸተማታት ይስፈሩ።,"then your elders and your judges shall come forth, and they shall measure to the cities which are round about him who is slain:","['ሽዑ', 'ዓበይትኻን', 'ፈራዶኻን', 'ይውጽኡ', 'ካብቲ', 'እተቐትለ', 'ናብተን', 'ኣብ', 'ዙርያኣ', 'ዘለዋ', 'ኸተማታት', 'ይስፈሩ']","['then', 'your', 'elders', 'and', 'your', 'judges', 'shall', 'come', 'forth', 'and', 'they', 'shall', 'measure', 'to', 'the', 'cities', 'which', 'are', 'round', 'about', 'him', 'who', 'is', 'slain']"
3494,ኪኸውን ድማ እዩ፡ እታ ናብቲ እተቐትለ ዝቐረበት ከተማ፡ እቶም ዓብየቲ እታ ከተማ ዘይዐየየት ኣርዑት ዘይሰሐበት ኣርሒ ይውሰዱ።,"and it shall be, that the city which is nearest to the slain man, even the elders of that city shall take a heifer of the herd, which hasn''t been worked with, and which has not drawn in the yoke;","['ኪኸውን', 'ድማ', 'እዩ', 'እታ', 'ናብቲ', 'እተቐትለ', 'ዝቐረበት', 'ከተማ', 'እቶም', 'ዓብየቲ', 'እታ', 'ከተማ', 'ዘይዐየየት', 'ኣርዑት', 'ዘይሰሐበት', 'ኣርሒ', 'ይውሰዱ']","['and', 'it', 'shall', 'be', 'that', 'the', 'city', 'which', 'is', 'nearest', 'to', 'the', 'slain', 'man', 'even', 'the', 'elders', 'of', 'that', 'city', 'shall', 'take', 'a', 'heifer', 'of', 'the', 'herd', 'which', ""hasn''t"", 'been', 'worked', 'with', 'and', 'which', 'has', 'not', 'drawn', 'in', 'the', 'yoke']"
3495,እቶም ዓበይቲ እታ ኸተማ ድማ ነታ ኣርሒ ናብ ዘይዕየን ዘይዝራእን ወሓዚ ርባ የውርደዋ። ኣብቲ ርባ ኸኣ ነታ ኣርሒ ኽሳዳ ይስበርዋ።,"and the elders of that city shall bring down the heifer to a valley with running water, which is neither plowed nor sown, and shall break the heifer''s neck there in the valley.","['እቶም', 'ዓበይቲ', 'እታ', 'ኸተማ', 'ድማ', 'ነታ', 'ኣርሒ', 'ናብ', 'ዘይዕየን', 'ዘይዝራእን', 'ወሓዚ', 'ርባ', 'የውርደዋ', 'ኣብቲ', 'ርባ', 'ኸኣ', 'ነታ', 'ኣርሒ', 'ኽሳዳ', 'ይስበርዋ']","['and', 'the', 'elders', 'of', 'that', 'city', 'shall', 'bring', 'down', 'the', 'heifer', 'to', 'a', 'valley', 'with', 'running', 'water', 'which', 'is', 'neither', 'plowed', 'nor', 'sown', 'and', 'shall', 'break', 'the', ""heifer''s"", 'neck', 'there', 'in', 'the', 'valley']"
3496,ካህናት ደቂ ሌዊ ድማ፡ እግዚኣብሄር ኣምላኽካ ኼገልግልዎ ብስሙውን ኪባርኹ ሓርይዎም እዩ እሞ፡ ይቕረቡ። ኵሉ ባእስን ኵሉ መፍጋእትን ከኣ ከም ቃሎም ይቑም።,"The priests the sons of Levi shall come near; for them Yahweh your God has chosen to minister to him, and to bless in the name of Yahweh; and according to their word shall every controversy and every stroke be.","['ካህናት', 'ደቂ', 'ሌዊ', 'ድማ', 'እግዚኣብሄር', 'ኣምላኽካ', 'ኼገልግልዎ', 'ብስሙውን', 'ኪባርኹ', 'ሓርይዎም', 'እዩ', 'እሞ', 'ይቕረቡ', 'ኵሉ', 'ባእስን', 'ኵሉ', 'መፍጋእትን', 'ከኣ', 'ከም', 'ቃሎም', 'ይቑም']","['the', 'priests', 'the', 'sons', 'of', 'levi', 'shall', 'come', 'near', 'for', 'them', 'yahweh', 'your', 'god', 'has', 'chosen', 'to', 'minister', 'to', 'him', 'and', 'to', 'bless', 'in', 'the', 'name', 'of', 'yahweh', 'and', 'according', 'to', 'their', 'word', 'shall', 'every', 'controversy', 'and', 'every', 'stroke', 'be']"
3497,ናብቲ ቕቱል ዝቐረቡ ዂሎም ዓበይቲ እታ ኸተማ ኣብ ልዕሊ እታ ኣብ ርባ ኽሳዳ እተሰብረት ኣርሒ ኣእዳዎም ይተሐጸቡ፡,"All the elders of that city, who are nearest to the slain man, shall wash their hands over the heifer whose neck was broken in the valley;","['ናብቲ', 'ቕቱል', 'ዝቐረቡ', 'ዂሎም', 'ዓበይቲ', 'እታ', 'ኸተማ', 'ኣብ', 'ልዕሊ', 'እታ', 'ኣብ', 'ርባ', 'ኽሳዳ', 'እተሰብረት', 'ኣርሒ', 'ኣእዳዎም', 'ይተሐጸቡ']","['all', 'the', 'elders', 'of', 'that', 'city', 'who', 'are', 'nearest', 'to', 'the', 'slain', 'man', 'shall', 'wash', 'their', 'hands', 'over', 'the', 'heifer', 'whose', 'neck', 'was', 'broken', 'in', 'the', 'valley']"
3498,ይምለሱ ይበሉ ኸኣ፡ ነዚ ደም እዚ ኣእዳውና ኣየፍሰሶን፡ ኣዒንትናውን ኣይረኣያን።,"and they shall answer and say, Our hands have not shed this blood, neither have our eyes seen it.","['ይምለሱ', 'ይበሉ', 'ኸኣ', 'ነዚ', 'ደም', 'እዚ', 'ኣእዳውና', 'ኣየፍሰሶን', 'ኣዒንትናውን', 'ኣይረኣያን']","['and', 'they', 'shall', 'answer', 'and', 'say', 'our', 'hands', 'have', 'not', 'shed', 'this', 'blood', 'neither', 'have', 'our', 'eyes', 'seen', 'it']"
3499,ዎ እግዚኣብሄር፡ ነዚ እተበጆኻዮ ህዝብኻ እስራኤል ይቕረ በለሉ፡ ንጹህ ደም ድማ ኣብ ማእከል ህዝብኻ እስራኤል ኣይትቚጸር። እቲ ደም ከኣ ይስረየሎም።,"Forgive, Yahweh, your people Israel, whom you have redeemed, and don''t allow innocent blood [to remain] in the midst of your people Israel. The blood shall be forgiven them.","['ዎ', 'እግዚኣብሄር', 'ነዚ', 'እተበጆኻዮ', 'ህዝብኻ', 'እስራኤል', 'ይቕረ', 'በለሉ', 'ንጹህ', 'ደም', 'ድማ', 'ኣብ', 'ማእከል', 'ህዝብኻ', 'እስራኤል', 'ኣይትቚጸር', 'እቲ', 'ደም', 'ከኣ', 'ይስረየሎም']","['forgive', 'yahweh', 'your', 'people', 'israel', 'whom', 'you', 'have', 'redeemed', 'and', ""don''t"", 'allow', 'innocent', 'blood', 'to', 'remain', 'in', 'the', 'midst', 'of', 'your', 'people', 'israel', 'the', 'blood', 'shall', 'be', 'forgiven', 'them']"
3500,ኣብ ኣዒንቲ እግዚኣብሄር እቲ ቕኑዕ ምስ እትገብር፡ ንስኻ ንጹህ ደም ካብ ማእከልካ ኣርሕቕ።,"So shall you put away the innocent blood from the midst of you, when you shall do that which is right in the eyes of Yahweh.","['ኣብ', 'ኣዒንቲ', 'እግዚኣብሄር', 'እቲ', 'ቕኑዕ', 'ምስ', 'እትገብር', 'ንስኻ', 'ንጹህ', 'ደም', 'ካብ', 'ማእከልካ', 'ኣርሕቕ']","['so', 'shall', 'you', 'put', 'away', 'the', 'innocent', 'blood', 'from', 'the', 'midst', 'of', 'you', 'when', 'you', 'shall', 'do', 'that', 'which', 'is', 'right', 'in', 'the', 'eyes', 'of', 'yahweh']"
3501,ምስ ጸላእትኻ ኽትዋጋእ ምስ ወጻእካ፡ እግዚኣብሄር ኣምላኽካ ድማ ኣብ ኢድካ ምስ ሀበካ፡ ምስ ማረኽካዮምውን፡,"When you go forth to battle against your enemies, and Yahweh your God delivers them into your hands, and you carry them away captive,","['ምስ', 'ጸላእትኻ', 'ኽትዋጋእ', 'ምስ', 'ወጻእካ', 'እግዚኣብሄር', 'ኣምላኽካ', 'ድማ', 'ኣብ', 'ኢድካ', 'ምስ', 'ሀበካ', 'ምስ', 'ማረኽካዮምውን']","['when', 'you', 'go', 'forth', 'to', 'battle', 'against', 'your', 'enemies', 'and', 'yahweh', 'your', 'god', 'delivers', 'them', 'into', 'your', 'hands', 'and', 'you', 'carry', 'them', 'away', 'captive']"
3502,ኣብ መንጎ እቶም ምሩኻት መልክዔኛ ሰበይቲ እንተ ርኤኻ እሞ ፈቲኻያ ሰበይትካ ኽትገብራ እንተ ደሌኻ፡,"and see among the captives a beautiful woman, and you have a desire to her, and would take her to you as wife;","['ኣብ', 'መንጎ', 'እቶም', 'ምሩኻት', 'መልክዔኛ', 'ሰበይቲ', 'እንተ', 'ርኤኻ', 'እሞ', 'ፈቲኻያ', 'ሰበይትካ', 'ኽትገብራ', 'እንተ', 'ደሌኻ']","['and', 'see', 'among', 'the', 'captives', 'a', 'beautiful', 'woman', 'and', 'you', 'have', 'a', 'desire', 'to', 'her', 'and', 'would', 'take', 'her', 'to', 'you', 'as', 'wife']"
3503,ናብ ውሽጢ ቤትካ ኣእትዋ፡ ርእሳ ኸኣ ትላጺ፡ ጽፍራውን ትቚረጽ።,"then you shall bring her home to your house; and she shall shave her head, and pare her nails;","['ናብ', 'ውሽጢ', 'ቤትካ', 'ኣእትዋ', 'ርእሳ', 'ኸኣ', 'ትላጺ', 'ጽፍራውን', 'ትቚረጽ']","['then', 'you', 'shall', 'bring', 'her', 'home', 'to', 'your', 'house', 'and', 'she', 'shall', 'shave', 'her', 'head', 'and', 'pare', 'her', 'nails']"
3504,ነቲ ተኸዲናቶ እተማረኸት ክዳና ድማ ትደርብዩ፡ ኣብ ቤትካ ትንበር፡ ነቦኣን ነዲኣን ከኣ ወርሒ ምሉእ ትብከየሎም። ድሕርዚ ኣእትዋ እሞ ሰብኣያ ኹን ንሳ ድማ ሰበይትኻ ትኹን።,"and she shall put the clothing of her captivity from off her, and shall remain in your house, and bewail her father and her mother a full month: and after that you shall go in to her, and be her husband, and she shall be your wife.","['ነቲ', 'ተኸዲናቶ', 'እተማረኸት', 'ክዳና', 'ድማ', 'ትደርብዩ', 'ኣብ', 'ቤትካ', 'ትንበር', 'ነቦኣን', 'ነዲኣን', 'ከኣ', 'ወርሒ', 'ምሉእ', 'ትብከየሎም', 'ድሕርዚ', 'ኣእትዋ', 'እሞ', 'ሰብኣያ', 'ኹን', 'ንሳ', 'ድማ', 'ሰበይትኻ', 'ትኹን']","['and', 'she', 'shall', 'put', 'the', 'clothing', 'of', 'her', 'captivity', 'from', 'off', 'her', 'and', 'shall', 'remain', 'in', 'your', 'house', 'and', 'bewail', 'her', 'father', 'and', 'her', 'mother', 'a', 'full', 'month', 'and', 'after', 'that', 'you', 'shall', 'go', 'in', 'to', 'her', 'and', 'be', 'her', 'husband', 'and', 'she', 'shall', 'be', 'your', 'wife']"
3505,ኪኸውን ድማ እዩ፡ ባህ እንተ ዘይበለትካ፡ ሽዑ ናብ ዝደለየቶ ትኺድ ሕደጋ። ንገንዘብ ግና ከቶ ኣይትሽጣ፡ ኣዋሪድካያ ኢኻ እሞ፡ ከም ባርያ ኣይትግበራ።,"It shall be, if you have no delight in her, then you shall let her go where she will; but you shall not sell her at all for money, you shall not deal with her as a slave, because you have humbled her.","['ኪኸውን', 'ድማ', 'እዩ', 'ባህ', 'እንተ', 'ዘይበለትካ', 'ሽዑ', 'ናብ', 'ዝደለየቶ', 'ትኺድ', 'ሕደጋ', 'ንገንዘብ', 'ግና', 'ከቶ', 'ኣይትሽጣ', 'ኣዋሪድካያ', 'ኢኻ', 'እሞ', 'ከም', 'ባርያ', 'ኣይትግበራ']","['it', 'shall', 'be', 'if', 'you', 'have', 'no', 'delight', 'in', 'her', 'then', 'you', 'shall', 'let', 'her', 'go', 'where', 'she', 'will', 'but', 'you', 'shall', 'not', 'sell', 'her', 'at', 'all', 'for', 'money', 'you', 'shall', 'not', 'deal', 'with', 'her', 'as', 'a', 'slave', 'because', 'you', 'have', 'humbled', 'her']"
3506,ንሓደ ሰብኣይ ክልተ ኣንስቲ እንተ ኣለዋኦ፡ እታ ሓንቲ ፍትውቲ እታ ሓንቲ ኸኣ ጽልእቲ፡ እታ ፍትውትን እታ ጽልእትን ደቂ እንተ ወለዳሉ፡ እቲ በዅሪ ኸኣ ወዲ እታ ጽልእቲ እንተ ዀነ፡,"If a man have two wives, the one beloved, and the other hated, and they have borne him children, both the beloved and the hated; and if the firstborn son be hers who was hated;","['ንሓደ', 'ሰብኣይ', 'ክልተ', 'ኣንስቲ', 'እንተ', 'ኣለዋኦ', 'እታ', 'ሓንቲ', 'ፍትውቲ', 'እታ', 'ሓንቲ', 'ኸኣ', 'ጽልእቲ', 'እታ', 'ፍትውትን', 'እታ', 'ጽልእትን', 'ደቂ', 'እንተ', 'ወለዳሉ', 'እቲ', 'በዅሪ', 'ኸኣ', 'ወዲ', 'እታ', 'ጽልእቲ', 'እንተ', 'ዀነ']","['if', 'a', 'man', 'have', 'two', 'wives', 'the', 'one', 'beloved', 'and', 'the', 'other', 'hated', 'and', 'they', 'have', 'borne', 'him', 'children', 'both', 'the', 'beloved', 'and', 'the', 'hated', 'and', 'if', 'the', 'firstborn', 'son', 'be', 'hers', 'who', 'was', 'hated']"
3507,ኪኸውን ድማ እዩ፡ በታ ገንዘቡ ንደቁ ዜውርሰላ መዓልቲ፡ ወዲ እታ ጽልእቲ፡ ንሱ በዅሪ ኸሎ፡ ካብኡ ኣምሪሑ ንወዲ እታ ፍትውቲ በዅሪ ኺገብር ኣይኽእልን።,"then it shall be, in the day that he causes his sons to inherit that which he has, that he may not make the son of the beloved the firstborn before the son of the hated, who is the firstborn:","['ኪኸውን', 'ድማ', 'እዩ', 'በታ', 'ገንዘቡ', 'ንደቁ', 'ዜውርሰላ', 'መዓልቲ', 'ወዲ', 'እታ', 'ጽልእቲ', 'ንሱ', 'በዅሪ', 'ኸሎ', 'ካብኡ', 'ኣምሪሑ', 'ንወዲ', 'እታ', 'ፍትውቲ', 'በዅሪ', 'ኺገብር', 'ኣይኽእልን']","['then', 'it', 'shall', 'be', 'in', 'the', 'day', 'that', 'he', 'causes', 'his', 'sons', 'to', 'inherit', 'that', 'which', 'he', 'has', 'that', 'he', 'may', 'not', 'make', 'the', 'son', 'of', 'the', 'beloved', 'the', 'firstborn', 'before', 'the', 'son', 'of', 'the', 'hated', 'who', 'is', 'the', 'firstborn']"
3508,ንወዲ እታ ጽልእቲ ካብ ዂሉ ዘለዎ ዕጽፊ ብምሃቡ በዅሪ ምዃኑ የፍልጦ፡ ንሱ መጀመርታ ሓይሉ እዩ እሞ፡ ብዅርነት ንእኡ ይግብኦ።,"but he shall acknowledge the firstborn, the son of the hated, by giving him a double portion of all that he has; for he is the beginning of his strength; the right of the firstborn is his.","['ንወዲ', 'እታ', 'ጽልእቲ', 'ካብ', 'ዂሉ', 'ዘለዎ', 'ዕጽፊ', 'ብምሃቡ', 'በዅሪ', 'ምዃኑ', 'የፍልጦ', 'ንሱ', 'መጀመርታ', 'ሓይሉ', 'እዩ', 'እሞ', 'ብዅርነት', 'ንእኡ', 'ይግብኦ']","['but', 'he', 'shall', 'acknowledge', 'the', 'firstborn', 'the', 'son', 'of', 'the', 'hated', 'by', 'giving', 'him', 'a', 'double', 'portion', 'of', 'all', 'that', 'he', 'has', 'for', 'he', 'is', 'the', 'beginning', 'of', 'his', 'strength', 'the', 'right', 'of', 'the', 'firstborn', 'is', 'his']"
3509,ንሓደ ሰብ ህልኸኛን ዓመጸኛን፡ ቃል ኣቦኡን ቃል ኣዲኡን ዘይሰምዕ ወዲ እንተለዎ፡ እንተ ቐጽዕዎ ድማ ዘይእዘዞም፡,"If a man have a stubborn and rebellious son, who will not obey the voice of his father, or the voice of his mother, and, though they chasten him, will not listen to them;","['ንሓደ', 'ሰብ', 'ህልኸኛን', 'ዓመጸኛን', 'ቃል', 'ኣቦኡን', 'ቃል', 'ኣዲኡን', 'ዘይሰምዕ', 'ወዲ', 'እንተለዎ', 'እንተ', 'ቐጽዕዎ', 'ድማ', 'ዘይእዘዞም']","['if', 'a', 'man', 'have', 'a', 'stubborn', 'and', 'rebellious', 'son', 'who', 'will', 'not', 'obey', 'the', 'voice', 'of', 'his', 'father', 'or', 'the', 'voice', 'of', 'his', 'mother', 'and', 'though', 'they', 'chasten', 'him', 'will', 'not', 'listen', 'to', 'them']"
3510,ኣቦኡን ኣዲኡን ሒዞም ናብ ዓበይቲ እታ ኸተማኡን ናብ ደገ ቦታኡን የውጽእዎ፡,"then shall his father and his mother lay hold on him, and bring him out to the elders of his city, and to the gate of his place;","['ኣቦኡን', 'ኣዲኡን', 'ሒዞም', 'ናብ', 'ዓበይቲ', 'እታ', 'ኸተማኡን', 'ናብ', 'ደገ', 'ቦታኡን', 'የውጽእዎ']","['then', 'shall', 'his', 'father', 'and', 'his', 'mother', 'lay', 'hold', 'on', 'him', 'and', 'bring', 'him', 'out', 'to', 'the', 'elders', 'of', 'his', 'city', 'and', 'to', 'the', 'gate', 'of', 'his', 'place']"
3511,ነቶም ዓበይቲ እታ ኸተማኡ፡ እዚ ወድና እዚ ህልኸኛን ዓመጸኛን እዩ፡ ንቓልና ኣይሰምዕን፡ ህሩፍን ሰካርን እዩ፡ ከኣ ይበልዎም።,"and they shall tell the elders of his city, This our son is stubborn and rebellious, he will not obey our voice; he is a glutton, and a drunkard.","['ነቶም', 'ዓበይቲ', 'እታ', 'ኸተማኡ', 'እዚ', 'ወድና', 'እዚ', 'ህልኸኛን', 'ዓመጸኛን', 'እዩ', 'ንቓልና', 'ኣይሰምዕን', 'ህሩፍን', 'ሰካርን', 'እዩ', 'ከኣ', 'ይበልዎም']","['and', 'they', 'shall', 'tell', 'the', 'elders', 'of', 'his', 'city', 'this', 'our', 'son', 'is', 'stubborn', 'and', 'rebellious', 'he', 'will', 'not', 'obey', 'our', 'voice', 'he', 'is', 'a', 'glutton', 'and', 'a', 'drunkard']"
3512,ኵሎም ሰብ እታ ኸተማኡ ብዳርባ እምኒ ይቕተልዎ፡ ይሙት ከኣ። ክፉእ ዘበለስ ካብ ማእከልካ ኣርሕቕ፡ ብዘሎ እስራኤል ከኣ ሰሚዑ ኺፈርህ እዩ።,"All the men of his city shall stone him to death with stones: so shall you put away the evil from the midst of you; and all Israel shall hear, and fear.","['ኵሎም', 'ሰብ', 'እታ', 'ኸተማኡ', 'ብዳርባ', 'እምኒ', 'ይቕተልዎ', 'ይሙት', 'ከኣ', 'ክፉእ', 'ዘበለስ', 'ካብ', 'ማእከልካ', 'ኣርሕቕ', 'ብዘሎ', 'እስራኤል', 'ከኣ', 'ሰሚዑ', 'ኺፈርህ', 'እዩ']","['all', 'the', 'men', 'of', 'his', 'city', 'shall', 'stone', 'him', 'to', 'death', 'with', 'stones', 'so', 'shall', 'you', 'put', 'away', 'the', 'evil', 'from', 'the', 'midst', 'of', 'you', 'and', 'all', 'israel', 'shall', 'hear', 'and', 'fear']"
3513,ሰብ ናብ ሞት ዜብጽሕ ኣበሳ እንተ ገበረ እሞ ኣሕሊፍካ ንሞት እንተ ተዋህበ፡ ኣብ ዕጨይቲ ድማ እንተ ሰቐልካዮ፡,"If a man have committed a sin worthy of death, and he be put to death, and you hang him on a tree;","['ሰብ', 'ናብ', 'ሞት', 'ዜብጽሕ', 'ኣበሳ', 'እንተ', 'ገበረ', 'እሞ', 'ኣሕሊፍካ', 'ንሞት', 'እንተ', 'ተዋህበ', 'ኣብ', 'ዕጨይቲ', 'ድማ', 'እንተ', 'ሰቐልካዮ']","['if', 'a', 'man', 'have', 'committed', 'a', 'sin', 'worthy', 'of', 'death', 'and', 'he', 'be', 'put', 'to', 'death', 'and', 'you', 'hang', 'him', 'on', 'a', 'tree']"
3514,ነቲ ሬሳኡ ሽዑ መዓልቲ ደኣ ቕበሮ እምበር፡ ኣብ ዕጨይቲ ኣይሕደር። እቲ እተሰቕለ ብእግዚኣብሄር እተረግመ እዩ እሞ፡ ነታ እግዚኣብሄር ኣምላኽካ ንርስቲ ዚህበካ ምድሪ ኣይተርክሳ።,"his body shall not remain all night on the tree, but you shall surely bury him the same day; for he who is hanged is accursed of God; that you don''t defile your land which Yahweh your God gives you for an inheritance.","['ነቲ', 'ሬሳኡ', 'ሽዑ', 'መዓልቲ', 'ደኣ', 'ቕበሮ', 'እምበር', 'ኣብ', 'ዕጨይቲ', 'ኣይሕደር', 'እቲ', 'እተሰቕለ', 'ብእግዚኣብሄር', 'እተረግመ', 'እዩ', 'እሞ', 'ነታ', 'እግዚኣብሄር', 'ኣምላኽካ', 'ንርስቲ', 'ዚህበካ', 'ምድሪ', 'ኣይተርክሳ']","['his', 'body', 'shall', 'not', 'remain', 'all', 'night', 'on', 'the', 'tree', 'but', 'you', 'shall', 'surely', 'bury', 'him', 'the', 'same', 'day', 'for', 'he', 'who', 'is', 'hanged', 'is', 'accursed', 'of', 'god', 'that', 'you', ""don''t"", 'defile', 'your', 'land', 'which', 'yahweh', 'your', 'god', 'gives', 'you', 'for', 'an', 'inheritance']"
3515,ናይ ሓውካ ብዕራይ ወይ በጊዕ ጠፊኦም እንተ ርኤኻ፡ ናብ ሓውካ ምለሶም እምበር፡ ካብኦም ኣይትተሐባእ።,"You shall not see your brother''s ox or his sheep go astray, and hide yourself from them: you shall surely bring them again to your brother.","['ናይ', 'ሓውካ', 'ብዕራይ', 'ወይ', 'በጊዕ', 'ጠፊኦም', 'እንተ', 'ርኤኻ', 'ናብ', 'ሓውካ', 'ምለሶም', 'እምበር', 'ካብኦም', 'ኣይትተሐባእ']","['you', 'shall', 'not', 'see', 'your', ""brother''s"", 'ox', 'or', 'his', 'sheep', 'go', 'astray', 'and', 'hide', 'yourself', 'from', 'them', 'you', 'shall', 'surely', 'bring', 'them', 'again', 'to', 'your', 'brother']"
3516,እቲ ሓውካ ኣብ ጥቓኻ እንተ ዘይኮነ ወይ እንተ ዘይፈለጥካዮ፡ ናብ ውሽጢ ቤትካ ኣክቦ፡ እቲ ሓውካ ኽሳዕ ዚደልዮ፡ ምሳኻ ይጽናሕ፡ ሽዑ ምለሰሉ።,"If your brother isn''t near to you, or if you don''t know him, then you shall bring it home to your house, and it shall be with you until your brother seek after it, and you shall restore it to him.","['እቲ', 'ሓውካ', 'ኣብ', 'ጥቓኻ', 'እንተ', 'ዘይኮነ', 'ወይ', 'እንተ', 'ዘይፈለጥካዮ', 'ናብ', 'ውሽጢ', 'ቤትካ', 'ኣክቦ', 'እቲ', 'ሓውካ', 'ኽሳዕ', 'ዚደልዮ', 'ምሳኻ', 'ይጽናሕ', 'ሽዑ', 'ምለሰሉ']","['if', 'your', 'brother', ""isn''t"", 'near', 'to', 'you', 'or', 'if', 'you', ""don''t"", 'know', 'him', 'then', 'you', 'shall', 'bring', 'it', 'home', 'to', 'your', 'house', 'and', 'it', 'shall', 'be', 'with', 'you', 'until', 'your', 'brother', 'seek', 'after', 'it', 'and', 'you', 'shall', 'restore', 'it', 'to', 'him']"
3517,ንኣድጉ ኸምኡ ግበር፡ ብኽዳኑ ኸኣ ከምኡ ግበር፡ ብዝዀነ ናይ ሓውካ ዝጠፍኦ ኣቕሓ፡ ምስ ረኸብካዮ፡ ከምኡ ግበር፡ ክትሕባእ ኣይትኽእልን።,"So shall you do with his donkey; and so shall you do with his garment; and so shall you do with every lost thing of your brother''s, which he has lost, and you have found: you may not hide yourself.","['ንኣድጉ', 'ኸምኡ', 'ግበር', 'ብኽዳኑ', 'ኸኣ', 'ከምኡ', 'ግበር', 'ብዝዀነ', 'ናይ', 'ሓውካ', 'ዝጠፍኦ', 'ኣቕሓ', 'ምስ', 'ረኸብካዮ', 'ከምኡ', 'ግበር', 'ክትሕባእ', 'ኣይትኽእልን']","['so', 'shall', 'you', 'do', 'with', 'his', 'donkey', 'and', 'so', 'shall', 'you', 'do', 'with', 'his', 'garment', 'and', 'so', 'shall', 'you', 'do', 'with', 'every', 'lost', 'thing', 'of', 'your', ""brother''s"", 'which', 'he', 'has', 'lost', 'and', 'you', 'have', 'found', 'you', 'may', 'not', 'hide', 'yourself']"
3518,ኣድጊ ሓውካ ወይ ብዕራይ ኣብ መገዲ ወዲቑ እንተ ርኤኻ፡ ምስኡ ዄንካ ንምትንሳኡ ሐግዞ እምበር፡ ካብኦም ኣይትተሐባእ።,"You shall not see your brother''s donkey or his ox fallen down by the way, and hide yourself from them: you shall surely help him to lift them up again.","['ኣድጊ', 'ሓውካ', 'ወይ', 'ብዕራይ', 'ኣብ', 'መገዲ', 'ወዲቑ', 'እንተ', 'ርኤኻ', 'ምስኡ', 'ዄንካ', 'ንምትንሳኡ', 'ሐግዞ', 'እምበር', 'ካብኦም', 'ኣይትተሐባእ']","['you', 'shall', 'not', 'see', 'your', ""brother''s"", 'donkey', 'or', 'his', 'ox', 'fallen', 'down', 'by', 'the', 'way', 'and', 'hide', 'yourself', 'from', 'them', 'you', 'shall', 'surely', 'help', 'him', 'to', 'lift', 'them', 'up', 'again']"
3519,ሰበይቲ ኽዳን ሰብኣይ ኣይትከደን፡ ሰብኣይ ከኣ ክዳን ሰበይቲ ኣይከደን፡ ከምዚ ዚገብር ዘበለ ኣብ እግዚኣብሄር ኣምላኽካ ፍንፉን እዩ።,"A woman shall not wear men''s clothing, neither shall a man put on women''s clothing; for whoever does these things is an abomination to Yahweh your God.","['ሰበይቲ', 'ኽዳን', 'ሰብኣይ', 'ኣይትከደን', 'ሰብኣይ', 'ከኣ', 'ክዳን', 'ሰበይቲ', 'ኣይከደን', 'ከምዚ', 'ዚገብር', 'ዘበለ', 'ኣብ', 'እግዚኣብሄር', 'ኣምላኽካ', 'ፍንፉን', 'እዩ']","['a', 'woman', 'shall', 'not', 'wear', ""men''s"", 'clothing', 'neither', 'shall', 'a', 'man', 'put', 'on', ""women''s"", 'clothing', 'for', 'whoever', 'does', 'these', 'things', 'is', 'an', 'abomination', 'to', 'yahweh', 'your', 'god']"
